EinheitMastrNummer,DatumLetzeAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten,StatisikFlag,Ergebniscode,AufrufVeraltet,AufrufLebenszeitEnde,AufrufVersion,DatumLetzteAktualisierung,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus,EinheitBetriebsstatus_unit,BestandsanlageMastrNummer_unit,NichtVorhandenInMigriertenEinheiten_unit,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,StatisikFlag_unit,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_unit,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_unit,Technologie,EegMastrNummer_unit,KwkMastrNummer_unit,Ergebniscode_eeg,AufrufVeraltet_eeg,AufrufLebenszeitEnde_eeg,AufrufVersion_eeg,Meldedatum_eeg,DatumLetzteAktualisierung_eeg,EegInbetriebnahmedatum,EegMastrNummer_eeg,AnlagenschluesselEeg,AnlagenkennzifferAnlagenregister,InstallierteLeistung,AnlageBetriebsstatus,Ergebniscode_kwk,AufrufVeraltet_kwk,AufrufLebenszeitEnde_kwk,AufrufVersion_kwk,KwkMastrNummer_kwk,AusschreibungZuschlag,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,AnlageBetriebsstatus_kwk,Ergebniscode_permit,AufrufVeraltet_permit,AufrufLebenszeitEnde_permit,AufrufVersion_permit,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit
SEE998473355171,2020-10-06 09:26:06.914291,BHKW ZVGKA,Stromerzeugungseinheit,Geothermie,Robert-Bopp-Weg 1 74360 Ilsfeld,50,,InBetrieb,ABR966699404300,EEG950509708597,KWK986286859139,,,,,,OK,False,,1.0,2020-10-06 09:26:06.914291,SEL982860012662,Ungeprueft,,ABR966699404300,Deutschland,BadenWuerttemberg,Heilbronn,Ilsfeld,08125046,74360,,,Robert-Bopp-Weg,False,1,False,,Ilsfeld,9.226392,49.053194,32.0,516541.235259158,5433393.81666712,5435128.12250198,3516623.28665147,2020-10-06,,2009-08-27,,,,Aktiv,InBetrieb,,,,,,A,BHKW ZVGKA,,,,Klaerschlamm,50,50,,,,,False,,,Volleinspeisung,,,Verbrennungsmotor,EEG950509708597,KWK986286859139,OK,False,,1.0,2020-10-06,2020-10-06 09:26:06.726290,2009-08-27,EEG950509708597,,,50,InBetrieb,OK,False,,1.0,KWK986286859139,False,,2020-10-06 09:26:06.726290,2009-08-27,2020-10-06,86,50,InBetrieb,,,,,,,,,,,,,,
SEE998758492201,2019-08-26 11:26:41.707705,BHKW-6 AWA EZ Warden,Stromerzeugungseinheit,Geothermie,Mariadorferstraße 2 - 10 52249 Eschweiler,250,,InBetrieb,ABR985010604403,,KWK917719573933,,,,,,OK,False,,1.0,2019-08-26 11:26:41.707705,SEL967495963602,Geprueft,2020-01-27,ABR985010604403,Deutschland,NordrheinWestfalen,Städteregion Aachen,Eschweiler,05334012,52249,,,Mariadorferstraße,True,2 - 10,True,,Eschweiler,6.232624,50.852321,32.0,305213.867427721,5637052.01956064,5635243.51263096,2516423.59491754,2019-05-22,,2015-03-06,,,,Aktiv,InBetrieb,,,,,,A,BHKW-6 AWA EZ Warden,,,,Grubengas,250,250,False,,,,False,False,False,Teileinspeisung,,,Verbrennungsmotor,,KWK917719573933,,,,,,,,,,,,,OK,False,,1.0,KWK917719573933,,,2019-08-26 11:26:38.248088,2015-03-06,2019-05-22,250,250,InBetrieb,,,,,,,,,,,,,,
SEE998801605978,2020-11-02 15:08:45.786571,ABR982533167934,Stromerzeugungseinheit,Geothermie,89441 Medlingen,10,,InBetrieb,ABR982533167934,EEG958352267063,,,,,,,OK,False,,1.0,2020-11-02 15:08:45.786571,SEL939972125445,Ungeprueft,,ABR982533167934,Deutschland,Bayern,Dillingen a.d. Donau,Medlingen,09773153,89441,,,,False,,False,,Medlingen,,,,,,,,2020-11-02,,2010-05-17,,,,Aktiv,InBetrieb,,,,,,A,ABR982533167934,,,,Solarthermie,10,9.2,,,,,,,,None,,,,EEG958352267063,,OK,False,,1.0,2020-11-02,2020-11-02 15:08:45.193578,2010-05-17,EEG958352267063,,,10,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEE999950338793,2020-10-19 08:28:43.973346,BHKW KA Ebersbach,Stromerzeugungseinheit,Geothermie,Bautzener Straße 60 02730 Ebersbach-Neugersdorf,51,,InBetrieb,ABR970850911620,,KWK970615704863,,,,,,OK,False,,1.0,2020-10-19 08:28:43.973346,SEL916440446646,Ungeprueft,,ABR970850911620,Deutschland,Sachsen,Görlitz,Ebersbach-Neugersdorf,14626085,02730,,,Bautzener Straße,False,60,False,,Ebersbach-Neugersdorf,14.573294,51.017788,33.0,470069.718798436,5651889.62085506,5653706.26565702,5470194.14156901,2020-10-19,,2014-10-14,,,,Aktiv,InBetrieb,,,,,,A,BHKW KA Ebersbach,,,,Klaerschlamm,51,50,,,,,False,,,Teileinspeisung,,,Verbrennungsmotor,,KWK970615704863,,,,,,,,,,,,,OK,False,,1.0,KWK970615704863,False,,2020-10-19 08:28:43.329349,2014-10-14,2020-10-19,84,50,InBetrieb,,,,,,,,,,,,,,
SME910330809481,0001-01-01 00:00:00,Geothermieheizkraftwerk Taufkirchen,Stromerzeugungseinheit,Geothermie,Flurnummer 1794 Lanzenhaarer Weg 82024 Taufkirchen,4032,,InBetrieb,,EEG974913513196,,,SGE948064664038,,,,OK,False,,1.0,2018-11-28 08:07:43.656667,SEL947592766634,None,,,Deutschland,Bayern,,,09184145,82024,,,Flurnummer,False,1794,False,Lanzenhaarer Weg,Taufkirchen,11.620769,48.023684,32.0,695400.976291267,5322256.0040293,5320688.41038281,4471820.54551068,,,2018-04-26,,,,Aktiv,InBetrieb,,,,,,B,Geothermieheizkraftwerk Taufkirchen,,,,Geothermie,4032,4032,False,,,,,,,None,,SGE948064664038,,EEG974913513196,,OK,False,,1.0,0001-01-01,2018-11-27 18:11:29.766667,2018-04-26,EEG974913513196,,A2141480223706,4032,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE948064664038,,None,2018-04-26,Bayernwerk Netz GmbH,,,,,
SME910966331325,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Von-Trotha-Straße 36 46149 Oberhausen,4050,,InBetrieb,,EEG978639485843,,,,,,,OK,False,,1.0,2018-11-28 12:44:28.920000,SEL950771587579,None,,,Deutschland,NordrheinWestfalen,,,,46149,,,Von-Trotha-Straße,False,36,False,,Oberhausen,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,4050,4050,False,,,,,,,None,,,,EEG978639485843,,OK,False,,1.0,0001-01-01,2018-11-27 19:35:06.990000,2002-07-01,EEG978639485843,E33047012000000000000004971000500,,4050,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME911248351284,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Zechenring 4 44628 Herne,4050,,InBetrieb,,EEG954574696827,,,,,,,OK,False,,1.0,2018-11-28 13:42:10.560000,SEL931100368397,None,,,Deutschland,NordrheinWestfalen,,,,44628,,,Zechenring,False,4,False,,Herne,7.252228,51.55966,32.0,378845.067914396,5713511.74906263,5714654.76752317,2586881.71785364,,,2005-11-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,4050,4050,False,,,,,,,None,,,,EEG954574696827,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:25.973333,2005-11-01,EEG954574696827,E3062301TZPBHKWZECHENRING00100004,,4050,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME913439284449,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Wörthstraße 68 44149 Dortmund,210,,InBetrieb,,EEG953416542117,,,,,,,OK,False,,1.0,2018-11-28 14:09:08.780000,SEL933652812533,None,,,Deutschland,NordrheinWestfalen,,,,44149,,,Wörthstraße,False,68,False,,Dortmund,7.426534,51.517127,32.0,390825.4377969,5708507.52655954,5710144.4030849,2599061.37530622,,,2009-04-27,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,210,210,False,,,,,,,None,,,,EEG953416542117,,OK,False,,1.0,0001-01-01,2018-11-27 20:00:39.423333,2009-04-27,EEG953416542117,E4183201RS50047635000080257600001,,210,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME913514079816,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Riedstraße 1a 45739 Oer-Erkenschwick,1358,,InBetrieb,,EEG943893510488,,,,,,,OK,False,,1.0,2018-11-28 13:45:44.266667,SEL990671015949,None,,,Deutschland,NordrheinWestfalen,,,,45739,,,Riedstraße,False,1a,False,,Oer-Erkenschwick,,,,,,,,,,2001-11-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG943893510488,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:29.266667,2001-11-15,EEG943893510488,E3054401E00726936N5165347L0348716,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME914832516564,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Eurotec-Ring 900Z 47445 Moers,1358,,InBetrieb,,EEG914458210815,,,,,,,OK,False,,1.0,2018-11-28 13:27:09.323333,SEL975711360098,None,,,Deutschland,NordrheinWestfalen,,,,47445,,,Eurotec-Ring,False,900Z,False,,Moers,,,,,,,,,,2003-07-22,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG914458210815,,OK,False,,1.0,0001-01-01,2018-11-27 19:47:55.350000,2003-07-22,EEG914458210815,E3054401V000000000000002582310022,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME915066079238,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Zum Schacht III 0 59192 Bergkamen,2716,,InBetrieb,,EEG924530375318,,,,,,,OK,False,,1.0,2018-11-28 13:43:25.293333,SEL987092290680,None,,,Deutschland,NordrheinWestfalen,,,,59192,,,Zum Schacht III,False,0,False,,Bergkamen,,,,,,,,,,2001-06-27,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2716,2716,False,,,,,,,None,,,,EEG924530375318,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:47.976667,2001-06-27,EEG924530375318,E31774020000301733000000S00600003,,2716,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME915392246151,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,An der Bahn 19306 Neustadt-Glewe,220,,InBetrieb,,EEG988038935344,,,,,,,OK,False,,1.0,2018-11-28 11:25:30.060000,SEL984111493077,None,,,Deutschland,MecklenburgVorpommern,,,,19306,,,An der Bahn,False,,False,,Neustadt-Glewe,,,,,,,,,,2004-08-13,,,,Aktiv,InBetrieb,,,,,,B,,,,,Geothermie,220,220,False,,,,,,,None,,,,EEG988038935344,,OK,False,,1.0,0001-01-01,2018-11-27 19:11:11.396667,2004-08-13,EEG988038935344,E40556010000000000000100202600001,,220,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME915808044319,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Osnabrücker Straße 112 49477 Ibbenbüren,3000,,InBetrieb,,EEG931132746835,,,,,,,OK,False,,1.0,2018-11-28 13:47:14.806667,SEL964773560133,None,,,Deutschland,NordrheinWestfalen,,,,49477,,,Osnabrücker Straße,False,112,False,,Ibbenbüren,,,,,,,,,,2004-12-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,3000,3000,False,,,,,,,None,,,,EEG931132746835,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:56.450000,2004-12-15,EEG931132746835,E3054401XG00000000000000440290031,,3000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME916031703127,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Maria-May-Straße 8 45665 Recklinghausen,1000,,InBetrieb,,EEG972214355774,,,,,,,OK,False,,1.0,2018-11-28 13:58:48.103333,SEL985155572506,None,,,Deutschland,NordrheinWestfalen,,,,45665,,,Maria-May-Straße,False,8,False,,Recklinghausen,,,,,,,,,,2006-12-05,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1000,1000,False,,,,,,,None,,,,EEG972214355774,,OK,False,,1.0,0001-01-01,2018-11-27 19:57:26.703333,2006-12-05,EEG972214355774,E30544010000000000000075317934013,,1000,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME916253218942,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66539 Wellesweiler / Wellesweiler,5200,,InBetrieb,,EEG990756265245,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.800000,SEL992670212824,None,,,Deutschland,Saarland,,,,66539,Wellesweiler / Wellesweiler,"Flur 5, Flurstück 57/2",,False,,False,,Wellesweiler / Wellesweiler,,,,,,,,,,2002-05-06,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,5200,5200,False,,,,,,,None,,,,EEG990756265245,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.013333,2002-05-06,EEG990756265245,E33018010GGASVIRTEEGXWELLESW00007,,5200,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME916927543462,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Riedstraße 1a 45739 Oer-Erkenschwick,1358,,InBetrieb,,EEG915041202491,,,,,,,OK,False,,1.0,2018-11-28 13:45:44.360000,SEL959695483134,None,,,Deutschland,NordrheinWestfalen,,,,45739,,,Riedstraße,False,1a,False,,Oer-Erkenschwick,,,,,,,,,,2001-11-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG915041202491,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:29.283333,2001-11-15,EEG915041202491,E3054401E00726936N5165347L0349918,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME917827185653,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Riedstraße 1a 45739 Oer-Erkenschwick,1358,,InBetrieb,,EEG948880620935,,,,,,,OK,False,,1.0,2018-11-28 13:45:44.310000,SEL951312388310,None,,,Deutschland,NordrheinWestfalen,,,,45739,,,Riedstraße,False,1a,False,,Oer-Erkenschwick,,,,,,,,,,2001-11-15,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG948880620935,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:29.276667,2001-11-15,EEG948880620935,E3054401E00726936N5165347L0349911,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME918936198183,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Grünwalder Weg 48 82008 Unterhaching,3600,,InBetrieb,,EEG939419291733,,,,,,,OK,False,,1.0,2018-11-28 08:55:18.386667,SEL917529826922,None,,,Deutschland,Bayern,,,,82008,,,Grünwalder Weg,False,48,False,,Unterhaching,,,,,,,,,,2009-02-03,,,,Aktiv,InBetrieb,,,,,,B,,,,,Geothermie,3600,3600,False,,,,,,,None,,,,EEG939419291733,,OK,False,,1.0,0001-01-01,2018-11-27 18:25:43.593333,2009-02-03,EEG939419291733,E21041011000000000000377328200000,,3600,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME919408631504,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,In der Welheimer Mark 158 46238 Bottrop,4500,,InBetrieb,,,KWK932237154501,,SGE920171899800,,,,OK,False,,1.0,2018-11-28 14:17:53.856667,SEL955687508748,None,,,Deutschland,NordrheinWestfalen,,,,46238,,,In der Welheimer Mark,False,158,False,,Bottrop,,,,,,,,,,2017-12-16,,,,Aktiv,InBetrieb,,,,,,B,,,,,Klaerschlamm,4500,3985,False,,,,True,False,False,None,,SGE920171899800,,,KWK932237154501,,,,,,,,,,,,,OK,False,,1.0,KWK932237154501,,,,0001-01-01,0001-01-01,19800,4500,InBetrieb,OK,False,,1.0,SGE920171899800,,None,2016-12-22,Bezirksregierung Münster,500-0303823,,,,
SME920522277554,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Kohlenstraße 6 44627 Herne,2700,,InBetrieb,,EEG944286369201,,,,,,,OK,False,,1.0,2018-11-28 13:42:10.750000,SEL980862905951,None,,,Deutschland,NordrheinWestfalen,,,,44627,,,Kohlenstraße,False,6,False,,Herne,,,,,,,,,,2004-08-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2700,2700,False,,,,,,,None,,,,EEG944286369201,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:26.023333,2004-08-01,EEG944286369201,E3062301TZPHERNEEINSPEEG001200003,,2700,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME921848010610,0001-01-01 00:00:00,Grillo,Stromerzeugungseinheit,Geothermie,Herbert-Wehner-Straße 0B 59174 Kamen,1358,,InBetrieb,,EEG936778155256,KWK984047301231,,SGE935681681418,,,,OK,False,,1.0,2018-11-27 22:37:52.400000,SEL967706979750,None,,,Deutschland,NordrheinWestfalen,,,05978020,59174,,,Herbert-Wehner-Straße,False,0B,False,,Kamen,7.647325,51.58944,32.0,406292.995848822,5716242.98854029,5718089.7966262,3406328.46409136,,,2001-04-24,,,,Aktiv,InBetrieb,,,,,,B,Grillo,,,,Grubengas,1358,1358,False,,,,True,True,False,None,,SGE935681681418,,EEG936778155256,KWK984047301231,OK,False,,1.0,0001-01-01,2018-11-27 15:21:41.666667,2001-04-24,EEG936778155256,E3054401E00726936N5165347L0349914,A1613669030678,1358,InBetrieb,OK,False,,1.0,KWK984047301231,,,,0001-01-01,0001-01-01,6600,,InBetrieb,OK,False,,1.0,SGE935681681418,,None,2014-12-18,Bezirksregierung Arnsberg,64.o7-4.1-2013-1,2016-12-17,,,
SME921973058020,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,An den Fördertürmen 0 59075 Hamm,1350,,InBetrieb,,EEG953515606833,,,,,,,OK,False,,1.0,2018-11-28 13:21:21.190000,SEL957652282516,None,,,Deutschland,NordrheinWestfalen,,,,59075,,,An den Fördertürmen,False,0,False,,Hamm,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1350,1350,False,,,,,,,None,,,,EEG953515606833,,OK,False,,1.0,0001-01-01,2018-11-27 19:46:09.853333,2002-07-01,EEG953515606833,E33295015100000000000010599800010,,1350,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME923523476186,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Von-Trotha-Straße 36 46149 Oberhausen,700,,InBetrieb,,EEG948646779648,,,,,,,OK,False,,1.0,2018-11-28 12:44:28.956667,SEL940829327462,None,,,Deutschland,NordrheinWestfalen,,,,46149,,,Von-Trotha-Straße,False,36,False,,Oberhausen,,,,,,,,,,2005-12-23,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,700,700,False,,,,,,,None,,,,EEG948646779648,,OK,False,,1.0,0001-01-01,2018-11-27 19:35:07.000000,2005-12-23,EEG948646779648,E33047012000000000000004972000501,,700,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME924368009263,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,66287 Quierschied / Fischbach,2700,,InBetrieb,,EEG956436316560,,,,,,,OK,False,,1.0,2018-11-28 13:18:28.830000,SEL968359899839,None,,,Deutschland,Saarland,,,,66287,Grube Camphausen,"Flur 6, Flurstück 4/27, 40/63, 40/64, 40/74, 41/2, 41/3",,False,,False,,Quierschied / Fischbach,,,,,,,,,,2004-05-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2700,2700,False,,,,,,,None,,,,EEG956436316560,,OK,False,,1.0,0001-01-01,2018-11-27 19:45:19.023333,2004-05-01,EEG956436316560,E3301801000GGASVIRTEEGXCAMPH00005,,2700,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME924793468017,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Buddestraße 903z 45665 Recklinghausen,1358,,InBetrieb,,EEG947689875553,,,,,,,OK,False,,1.0,2018-11-28 13:47:18.036667,SEL980515789549,None,,,Deutschland,NordrheinWestfalen,,,,45665,,,Buddestraße,False,903z,False,,Recklinghausen,,,,,,,,,,2001-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG947689875553,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:57.410000,2001-07-01,EEG947689875553,E30544010000000000000000083948671,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME925146881262,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Buddestraße 903z 45665 Recklinghausen,1358,,InBetrieb,,EEG922285857424,,,,,,,OK,False,,1.0,2018-11-28 13:47:18.066667,SEL940809913562,None,,,Deutschland,NordrheinWestfalen,,,,45665,,,Buddestraße,False,903z,False,,Recklinghausen,,,,,,,,,,2001-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG922285857424,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:57.420000,2001-07-01,EEG922285857424,E30544010000000000000000083948672,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME926064120365,0001-01-01 00:00:00,Rheinpreußen 9 (M2 ex Haus Aden M7),Stromerzeugungseinheit,Geothermie,Eurotec-Ring 900Z 47445 Moers,1255,,InBetrieb,,EEG919644193040,,,SGE979271364046,,,,OK,False,,1.0,2018-11-27 22:37:50.040000,SEL944795375571,None,,,Deutschland,NordrheinWestfalen,,,05170024,47445,,,Eurotec-Ring,False,900Z,False,,Moers,6.63909,51.470681,32.0,336027.997042602,5704811.97651353,5704205.15585748,2544448.57453028,,,2004-11-01,,,,Aktiv,InBetrieb,,,,,,B,Rheinpreußen 9 (M2 ex Haus Aden M7),,,,Grubengas,1255,1255,False,,,,True,True,False,None,,SGE979271364046,,EEG919644193040,,OK,False,,1.0,0001-01-01,2018-11-27 15:21:41.156667,2004-11-01,EEG919644193040,E31238010000000000000017565330810,A7257518080427,1255,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE979271364046,,None,2011-08-11,Bezirksregierung Arnsberg,64.r 5-4.1-2011-1,2013-08-10,,,
SME926496051107,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Schillerstraße 900Z 44575 Castrop-Rauxel,1358,,InBetrieb,,EEG947348246342,,,,,,,OK,False,,1.0,2018-11-28 13:55:22.810000,SEL934990662347,None,,,Deutschland,NordrheinWestfalen,,,,44575,,,Schillerstraße,False,900Z,False,,Castrop-Rauxel,,,,,,,,,,2004-07-19,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG947348246342,,OK,False,,1.0,0001-01-01,2018-11-27 19:56:24.836667,2004-07-19,EEG947348246342,E30544010000000000000056825023009,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME929780711435,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Westcharweg 100z 45657 Recklinghausen,1358,,InBetrieb,,EEG956274125515,,,,,,,OK,False,,1.0,2018-11-28 13:47:02.670000,SEL914635437233,None,,,Deutschland,NordrheinWestfalen,,,,45657,,,Westcharweg,False,100z,False,,Recklinghausen,,,,,,,,,,2002-07-01,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,1358,1358,False,,,,,,,None,,,,EEG956274125515,,OK,False,,1.0,0001-01-01,2018-11-27 19:53:52.700000,2002-07-01,EEG956274125515,E3054401V000000000000001579645173,,1358,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME930299837844,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Zum Schacht III 0 59192 Bergkamen,2008,,InBetrieb,,EEG951100559717,,,,,,,OK,False,,1.0,2018-11-28 13:43:25.256667,SEL960051117617,None,,,Deutschland,NordrheinWestfalen,,,,59192,,,Zum Schacht III,False,0,False,,Bergkamen,,,,,,,,,,2001-06-27,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,2008,2008,False,,,,,,,None,,,,EEG951100559717,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:47.970000,2001-06-27,EEG951100559717,E31774020000301733000000S00000003,,2008,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
SME930631553159,0001-01-01 00:00:00,Rossenray,Stromerzeugungseinheit,Geothermie,47475 Kamp-Lintfort,2720,,InBetrieb,,EEG935320388555,,,SGE965690367072,,,,OK,False,,1.0,2019-05-23 09:22:50.870000,SEL970714842473,None,,,Deutschland,NordrheinWestfalen,,,05170020,47475,,"Flur 4, Flurstück 735, 769, 770",,False,,False,,Kamp-Lintfort,6.557134,51.516299,32.0,330506.011032624,5710071.0191147,5709233.90229034,2538715.25801412,,,2018-10-04,,,,Aktiv,InBetrieb,,,,,,B,Rossenray,,,,Grubengas,2720,2720,False,,,,,,,None,,SGE965690367072,,EEG935320388555,,OK,False,,1.0,0001-01-01,2019-05-23 07:46:00.106667,2018-10-04,EEG935320388555,,A9761760153719,2720,InBetrieb,,,,,,,,,,,,,,OK,False,,1.0,SGE965690367072,,None,2016-07-07,Bezirksregierung Arnsberg,64.f11-4.1-2016-1-,2018-07-06,,,
SME931729561865,0001-01-01 00:00:00,,Stromerzeugungseinheit,Geothermie,Holzbachstraße 4 45892 Gelsenkirchen,4074,,InBetrieb,,EEG967896780853,,,,,,,OK,False,,1.0,2018-11-28 13:41:11.736667,SEL941451976691,None,,,Deutschland,NordrheinWestfalen,,,,45892,,,Holzbachstraße,False,4,False,,Gelsenkirchen,7.112614,51.553781,32.0,369150.965056964,5713098.53113972,5713844.09717216,2577209.93046595,,,2003-08-07,,,,Aktiv,InBetrieb,,,,,,B,,,,,Grubengas,4074,4074,False,,,,,,,None,,,,EEG967896780853,,OK,False,,1.0,0001-01-01,2018-11-27 19:52:08.113333,2003-08-07,EEG967896780853,E31826010000000000000068311500001,,4074,InBetrieb,,,,,,,,,,,,,,,,,,,,,,,,,,,
